"name","age","hometown","boarded","destination","lifeboat","body","class","home_country","Lifeboat","Destination","Boarded","survival_outcome","position","crew_type","crew","sex","age_character","household_assistant_type","household_assistant","household_assistant_to_whom"
"Panula, Mr. Ernesti Arvid",16,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Panula, Mr. Jaakko Arnold",15,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","15",NA,"Not Assistant",NA
"Panula, Master Juha Niilo",7,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","7",NA,"Not Assistant",NA
"Panula, Master Urho Abraham",2,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","2",NA,"Not Assistant",NA
"Panula, Master Eino Viljami",1,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","1",NA,"Not Assistant",NA
"Pašič, Mr. Jakov",21,"Streklevac","Southampton","Aurora, Illinois, US",NA,NA,"Third","Slovenia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","21",NA,"Not Assistant",NA
"Patchett, Mr. George",19,"Wollaston, Northamptonshire","Southampton","Kitchener, Ontario, Canada",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Pavlović, Mr. Štefo",32,"Vagovina","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Croatia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Peacock, Mrs. Edith (née Nile)",26,"Southampton, Hampshire","Southampton","Elizabeth, New Jersey, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","26",NA,"Not Assistant",NA
"Peacock, Miss Treasteall",4,"Southampton, Hampshire","Southampton","Elizabeth, New Jersey, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","4",NA,"Not Assistant",NA
"Peacock, Master Alfred Edward",0,"Southampton, Hampshire","Southampton","Elizabeth, New Jersey, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","7 mo.",NA,"Not Assistant",NA
"Pearce, Mr. Ernest",32,"London","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Pedersen, Mr. Olaf",28,"Sandefjord","Southampton","Seattle, Washington, US",NA,NA,"Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","28",NA,"Not Assistant",NA
"Peduzzi, Mr. Giuseppe",24,"London","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Pekoniemi, Mr. Edvard Johannes",21,"Heinola","Southampton","New York City",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","21",NA,"Not Assistant",NA
"Peltomäki, Mr. Nikolai Johannes",25,"Helsinki","Southampton","New York City",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Perkin, Mr. John Henry",22,"Holsworthy, Devon","Southampton","Saskatoon, Saskatchewan, Canada",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","22",NA,"Not Assistant",NA
"Perse Mr. Jamie",24,"London","Southampton","New York, New York, US","C",NA,"Third","England",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Persson, Mr. Ernst Ulrik",25,"Stockholm, Uppland","Southampton","Indianapolis, Indiana, US","15",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Peters, Miss Catherine ""Katie""",26,"Cahir, Tipperary","Queenstown","New York City",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","26",NA,"Not Assistant",NA
"Petersen, Mr. Marius",24,"London","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Petranec, Miss Matilda",28,"Vagovina","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Croatia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","28",NA,"Not Assistant",NA
"Petroff, Mr. Nadjalko",19,"Gumostnik, Lovec","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Petroff, Mr. Pastcho",29,"Belish, Troyan","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","29",NA,"Not Assistant",NA
"Pettersson, Miss Ellen Natalia",18,"Stockholm, Uppland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Pettersson, Mr. Johan Emil",25,"Västermo, Södermanland","Southampton","Chicago, Illinois, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Pickard, Mr. Berk (Trembisky)",32,"Warsaw","Southampton","San Francisco, US","9",NA,"Third","Poland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","32",NA,"Not Assistant",NA
"Plotcharsky, Mr. Vasil",27,"Unknown","Southampton","Tulsa, Oklahoma, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","27",NA,"Not Assistant",NA
"Pocrnić, Mr. Mate",17,"Bukovac","Southampton","Chicago, Illinois, US",NA,NA,"Third","Croatia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","17",NA,"Not Assistant",NA
"Pocrnić, Mr. Tome",24,"Bukovac","Southampton","Chicago, Illinois, US",NA,NA,"Third","Croatia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Pullner, Mr. Uscher",16,"Unknown","Cherbourg","New York City",NA,NA,"Third","Unknown",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Radeff, Mr. Alexander",27,"Unknown","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","27",NA,"Not Assistant",NA
"Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,"Haugesund, Rogaland","Southampton","Centerville, South Dakota, US",NA,NA,"Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","62",NA,"Not Assistant",NA
"Razi, Mr. Raihed",30,"Tebnine","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","30",NA,"Not Assistant",NA
"Reed, Mr. James George",19,"Penarth, Glamorgan","Southampton","New York City",NA,NA,"Third","Wales",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Rekić, Mr. Tido",38,"Bosanska Krupa","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Bosnia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","38",NA,"Not Assistant",NA
"Reynolds, Mr. Harold J.",21,"London","Southampton","Toronto, Ontario, Canada",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","21",NA,"Not Assistant",NA
"Rice, Mrs. Margaret (née Norton)",39,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","39",NA,"Not Assistant",NA
"Rice, Master Albert",10,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","10",NA,"Not Assistant",NA
"Rice, Master George Hugh",8,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","8",NA,"Not Assistant",NA
"Rice, Master Frederick Thomas ""Eric""",7,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","7",NA,"Not Assistant",NA
"Rice, Master Arthur",4,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","4",NA,"Not Assistant",NA
"Rice, Master Eugene Francis",2,"Athlone, Westmeath","Queenstown","Spokane, Washington, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","2",NA,"Not Assistant",NA
"Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,"Ylihärmä, South Ostrobothnia","Southampton","Coal Center, Pennsylvania, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","22",NA,"Not Assistant",NA
"Rintamäki, Mr. Matti",35,"Kyyny","Southampton","Sudbury, Ontario, Canada",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","35",NA,"Not Assistant",NA
"Riordan, Miss Hannah",18,"Glenlougha, Cork","Queenstown","New York City","13",NA,"Third","Ireland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Risien, Mr. Samuel Beard",69,"Deal, Kent","Southampton","Groesbeck, Texas, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","69",NA,"Not Assistant",NA
"Risien, Mrs. Emma Jane(née Lellyet)",58,"Durban","Southampton","Groesbeck, Texas, US",NA,NA,"Third","South Africa",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","58",NA,"Not Assistant",NA
"Robins, Mr. Alexander A.",50,"St Austell, Cornwall","Southampton","Yonkers, New York, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","50",NA,"Not Assistant",NA
"Robins, Mrs. Grace Charity (née Laury)",47,"St Austell, Cornwall","Southampton","Yonkers, New York, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","47",NA,"Not Assistant",NA
"Rogers, Mr. William John",29,"Pontardawe, West Glamorgan","Southampton","New York City",NA,NA,"Third","Wales",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","29",NA,"Not Assistant",NA
"Rommetvedt, Mr. Knud Paust",49,"Hogstad","Southampton","New York City",NA,NA,"Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","49",NA,"Not Assistant",NA
"Rosblom, Mrs. Helena Wilhelmina",41,"Suistamo","Southampton","Astoria, Oregon, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","41",NA,"Not Assistant",NA
"Rosblom, Mr. Viktor Rickard",18,"Suistamo","Southampton","Astoria, Oregon, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","18",NA,"Not Assistant",NA
"Rosblom, Miss Salli Helena",2,"Suistamo","Southampton","Astoria, Oregon, US",NA,NA,"Third","Finland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","2",NA,"Not Assistant",NA
"Roth, Miss Sarah A.",26,"London","Southampton","New York City","C",NA,"Third","England",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","26",NA,"Not Assistant",NA
"Rouse, Mr. Richard Henry",50,"Sittingbourne, Kent","Southampton","Cleveland, Ohio, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","50",NA,"Not Assistant",NA
"Rush, Mr. Alfred George John",16,"Strood, Kent","Southampton","Detroit, Michigan, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Ryan, Mr. Edward",24,"Ballinascreen, Tipperary","Queenstown","Troy, New York, US","14",NA,"Third","Ireland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Ryan, Mr. Patrick",29,"Askeaton, Limerick","Queenstown","Bronx, New York, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","29",NA,"Not Assistant",NA
"Ryan Mr. Tommy",26,"Dublin","Queenstown","New York, New York, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Sæther, Mr. Simon Sivertsen",43,"Skaun, Sør-Trøndelag","Southampton","US",NA,NA,"Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","43",NA,"Not Assistant",NA
"Saad, Mr. Amin",30,"Tebnine","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","30",NA,"Not Assistant",NA
"Saad, Mr. Khalil",25,"Kfar Mechi","Cherbourg","Ottawa, Ontario, Canada",NA,NA,"Third","Syria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Sadlier, Mr. Matthew",20,"Mohill, Leitrim","Queenstown","Lakewood Township, New Jersey, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Sadowitz, Mr. Harry",17,"London","Southampton","Providence, Rhode Island, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","17",NA,"Not Assistant",NA
"Sage, Mr. John George",44,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","44",NA,"Not Assistant",NA
"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","44",NA,"Not Assistant",NA
"Sage, Miss Stella Anne",20,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","20",NA,"Not Assistant",NA
"Sage, Mr. George John",19,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Sage, Mr. Douglas Bullen",18,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","18",NA,"Not Assistant",NA
"Sage, Mr. Frederick",16,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Sage, Miss Dorothy Florence ""Dolly""",14,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","14",NA,"Not Assistant",NA
"Sage, Master Anthony William ""Will""",13,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","13",NA,"Not Assistant",NA
"Sage, Miss Elizabeth Ada",10,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","10",NA,"Not Assistant",NA
"Sage, Miss Constance Gladys",7,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","7",NA,"Not Assistant",NA
"Sage, Master Thomas Henry",4,"Peterborough, Cambridgeshire","Southampton","Jacksonville, Florida, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","4",NA,"Not Assistant",NA
"Salander, Mr. Karl Johan",24,"Genevad, Halland","Southampton","Red Wing, Minnesota, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Salkjelsvik, Miss Anna Kristine",21,"Ålesund, Møre og Romsdal","Southampton","Proctor, Minnesota, US","C",NA,"Third","Norway",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","21",NA,"Not Assistant",NA
"Salonen, Mr. Johan Verner",39,"Aberdeen, Washington","Southampton","Aberdeen, Washington, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","39",NA,"Not Assistant",NA
"Sa'maan, Master Butrus",10,"Hardîne","Cherbourg","Wilkes Barre, Pennsylvania, US",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","10",NA,"Not Assistant",NA
"Sa'maan, Mr. Hanna Ilyas",40,"Hardîne","Cherbourg","Wilkes-Barre, Pennsylvania, US",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Sa'maan, Mr. Ilyas",17,"Hardîne","Cherbourg","Wilkes-Barre, Pennsylvania, US",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","17",NA,"Not Assistant",NA
"Sa'maan, Mr. Youssef Omar ""Joseph""",16,"Hardîne","Cherbourg","Wilkes-Barre, Pennsylvania, US",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","16",NA,"Not Assistant",NA
"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"Motala, Östergötland","Southampton","San Francisco, US","13",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","24",NA,"Not Assistant",NA
"Sandström, Miss Marguerite Rut",4,"Motala, Östergötland","Southampton","San Francisco, US","13",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","4",NA,"Not Assistant",NA
"Sandström, Miss Beatrice Irene",1,"Motala, Östergötland","Southampton","San Francisco, US","13",NA,"Third","Sweden",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","1",NA,"Not Assistant",NA
"Sap, Mr. Julius (Jules)",21,"Zwevezele","Southampton","Detroit, Michigan, US","11",NA,"Third","Belgium",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","21",NA,"Not Assistant",NA
"Saundercock, Mr. William Henry",19,"St Austell, Cornwall","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Sawyer, Mr. Frederick Charles",33,"Basingstoke, Hampshire","Southampton","Halley, Michigan, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","33",NA,"Not Assistant",NA
"Scanlan, Mr. James",22,"Rathkeale, Limerick","Queenstown","New York City",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","22",NA,"Not Assistant",NA
"Scheerlinck, Mr. Jean Baptiste",29,"Haaltert, East Flanders","Southampton","Detroit, Michigan, US","11",NA,"Third","Belgium",NA,NA,NA,"Survived",NA,NA,"Not Crew","Male","29",NA,"Not Assistant",NA
"Sdycoff, Mr. Theodor",42,"Unknown","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","42",NA,"Not Assistant",NA
"Shaughnessy, Mr. Patrick",24,"Tynagh, Galway","Queenstown","New York City",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","24",NA,"Not Assistant",NA
"Shawah, Mr. Yousseff Ibrahim",33,"Beirut","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","33",NA,"Not Assistant",NA
"Shadid, Mr. Dahir Abu",19,"Ibrin","Cherbourg","Kulpmont, Pennsylvania, US",NA,NA,"Third","Syria or Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
"Shellard, Mr. Frederick William Blainey",55,"Bristol, Avon","Southampton","Troy, New York, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","55",NA,"Not Assistant",NA
"Shihab, Mr. Amir Faris",25,"Hadath","Cherbourg","New York City",NA,NA,"Third","Lebanon",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","25",NA,"Not Assistant",NA
"Shine, Miss Ellen Natalia",20,"Cork, Cork","Queenstown","New York City","?",NA,"Third","Ireland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","20",NA,"Not Assistant",NA
"Shorney, Mr. Charles Joseph",22,"Heron's Ghyll, East Sussex","Southampton","New York, US",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","22",NA,"Not Assistant",NA
"Simmons, Mr. John",39,"Leigh, Kent","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","39",NA,"Not Assistant",NA
"Sirkanian, Mr. Arsun",22,"Kiğı","Cherbourg","Brantford, Ontario, Canada",NA,NA,"Third","Turkey",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","22",NA,"Not Assistant",NA
"Sirota, Mr. Maurice",20,"London","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Sivić, Mr. Husein",40,"Bosanska Krupa","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Bosnia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Sivola, Mr. Antti Vilhelmi",21,"Mountain Home, Idaho","Southampton","Mountain Home, Idaho, US",NA,NA,"Third","US",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","21",NA,"Not Assistant",NA
"Sjöblom, Miss Anna Sofiia",18,"Munsala","Southampton","Olympia, Washington, US","16",NA,"Third","Finland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","18",NA,"Not Assistant",NA
"Skoog, Mr. Wilhelm Johansson",40,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","40",NA,"Not Assistant",NA
"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","43",NA,"Not Assistant",NA
"Skoog, Master Karl Thorsten",11,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","11",NA,"Not Assistant",NA
"Skoog, Miss Mabel",9,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","9",NA,"Not Assistant",NA
"Skoog, Master Harald",5,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","5",NA,"Not Assistant",NA
"Skoog, Miss Margit Elizabeth",2,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden",NA,NA,NA,"Perished",NA,NA,"Not Crew","Female","2",NA,"Not Assistant",NA
"Slabenoff, Mr. Peko",42,"Unknown","Southampton","New York City",NA,NA,"Third","Bulgaria",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","42",NA,"Not Assistant",NA
"Slocovski, Mr. Selman Francis",20,"London","Southampton","New York City",NA,NA,"Third","England",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","20",NA,"Not Assistant",NA
"Smiljanić, Mr. Jakob Mile",37,"Pisac","Southampton","New York City",NA,NA,"Third","Croatia",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","37",NA,"Not Assistant",NA
"Smyth, Mr. Thomas",26,"Caltra, Galway","Queenstown","Hammond, Indiana, US",NA,NA,"Third","Ireland",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","26",NA,"Not Assistant",NA
"Smyth, Miss Julia",17,"Kilcogy, Cavan","Queenstown","New York City","13",NA,"Third","Ireland",NA,NA,NA,"Survived",NA,NA,"Not Crew","Female","17",NA,"Not Assistant",NA
"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"Ålesund, Møre og Romsdal","Southampton","Minneapolis, Minnesota, US",NA,NA,"Third","Norway",NA,NA,NA,"Perished",NA,NA,"Not Crew","Male","19",NA,"Not Assistant",NA
