"name","age","hometown","boarded","destination","lifeboat","body","class","homecountry","survivaloutcome","position","crew","sex","agecharacter"
"Sirkanian, Mr. Arsun",22,"Kiğı","Cherbourg","Brantford, Ontario, Canada",NA,NA,"Third","Turkey","Perished",NA,"Not Crew","Male","22"
"Sirota, Mr. Maurice",20,"London","Southampton","New York City",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","20"
"Sivić, Mr. Husein",40,"Bosanska Krupa","Southampton","Harrisburg, Pennsylvania, US",NA,NA,"Third","Bosnia","Perished",NA,"Not Crew","Male","40"
"Sivola, Mr. Antti Vilhelmi",21,"Mountain Home, Idaho","Southampton","Mountain Home, Idaho, US",NA,NA,"Third","US","Perished",NA,"Not Crew","Male","21"
"Sjöblom, Miss Anna Sofiia",18,"Munsala","Southampton","Olympia, Washington, US","16",NA,"Third","Finland","Survived",NA,"Not Crew","Female","18"
"Skoog, Mr. Wilhelm Johansson",40,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","40"
"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Female","43"
"Skoog, Master Karl Thorsten",11,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","11"
"Skoog, Miss Mabel",9,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Female","9"
"Skoog, Master Harald",5,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","5"
"Skoog, Miss Margit Elizabeth",2,"Hällekis, Västergötland","Southampton","Iron Mountain, Michigan, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Female","2"
"Slabenoff, Mr. Peko",42,"Unknown","Southampton","New York City",NA,NA,"Third","Bulgaria","Perished",NA,"Not Crew","Male","42"
"Slocovski, Mr. Selman Francis",20,"London","Southampton","New York City",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","20"
"Smiljanić, Mr. Jakob Mile",37,"Pisac","Southampton","New York City",NA,NA,"Third","Croatia","Perished",NA,"Not Crew","Male","37"
"Smyth, Mr. Thomas",26,"Caltra, Galway","Queenstown","Hammond, Indiana, US",NA,NA,"Third","Ireland","Perished",NA,"Not Crew","Male","26"
"Smyth, Miss Julia",17,"Kilcogy, Cavan","Queenstown","New York City","13",NA,"Third","Ireland","Survived",NA,"Not Crew","Female","17"
"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"Ålesund, Møre og Romsdal","Southampton","Minneapolis, Minnesota, US",NA,NA,"Third","Norway","Perished",NA,"Not Crew","Male","19"
"Somerton, Mr. Francis William",30,"Greatfield, Cheltenham","Southampton","Canastota, New York, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","30"
"Spector, Mr. Woolf",23,"London","Southampton","New York City",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","23"
"Spinner, Mr. Henry John",32,"Arboretum, Worcestershire","Southampton","Gloversville, New York, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","32"
"Staneff, Mr. Ivan",23,"Debnevo, Troyan","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria","Perished",NA,"Not Crew","Male","23"
"Stanković, Mr. Ivan",33,"Galdovo","Cherbourg","New York City",NA,NA,"Third","Croatia","Perished",NA,"Not Crew","Male","33"
"Stanley, Miss Amy Zillah Elsie",24,"Wallingford, Oxfordshire","Southampton","New Haven, Connecticut, US","C",NA,"Third","England","Survived",NA,"Not Crew","Female","24"
"Stanley, Mr. Edward Rowland",21,"Swanage","Southampton","Cleveland, Ohio, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","21"
"Storey, Mr. Thomas",51,"Liverpool, Merseyside","Southampton","New York City",NA,NA,"Third","England,","Perished",NA,"Not Crew","Male","51"
"Stoytcheff, Mr. Ilia",19,"Gumostnik, Lovec","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria","Perished",NA,"Not Crew","Male","19"
"Strandberg, Miss Ida Sofia",22,"Turku","Southampton","New York City",NA,NA,"Third","Finland","Perished",NA,"Not Crew","Female","22"
"Strandén, Mr. Juho Niilonpoika",31,"Muljula, Kitee","Southampton","Duluth, Minnesota, US","9",NA,"Third","Finland","Survived",NA,"Not Crew","Male","31"
"Strilić, Mr. Ivan",27,"Široka Kula","Southampton","Chicago, Illinois, US",NA,NA,"Third","Croatia","Perished",NA,"Not Crew","Male","27"
"Ström, Mrs. Elna Matilda (née Persson)",29,"Indiana Harbor, Indiana","Southampton","Indiana Harbor, Indiana, US",NA,NA,"Third","US","Perished",NA,"Not Crew","Female","29"
"Ström, Miss Thelma Matilda Wilhelmina",2,"Indiana Harbor, Indiana","Southampton","Indiana Harbor, Indiana, US",NA,NA,"Third","US","Perished",NA,"Not Crew","Female","2"
"Sunderland, Mr. Victor Francis",20,"London","Southampton","Cleveland, Ohio, US","B",NA,"Third","England","Survived",NA,"Not Crew","Male","20"
"Sundman, Mr. Johan Julian",44,"Munsala","Southampton","Cheyenne, Wyoming, US","15",NA,"Third","Finland","Survived",NA,"Not Crew","Male","44"
"Sutehall Jr., Mr. Henry",25,"London","Southampton","Buffalo, New York, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","25"
"Svensson, Mr. Johan",74,"Reftele, Småland","Southampton","Effington Rut, South Dakota, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","74"
"Svensson, Mr. Johan Cervin",14,"Knäred, Halland","Southampton","Beresford, South Dakota, US","13",NA,"Third","Sweden","Survived",NA,"Not Crew","Male","14"
"Svensson, Mr. Olof",24,"Björkeberga, Skåne","Southampton","New York City",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","24"
"Tenglin, Mr. Gunnar Isidor",25,"Stockholm, Uppland","Southampton","Burlington, Iowa, US","13",NA,"Third","Sweden","Survived",NA,"Not Crew","Male","25"
"Theobald, Mr. Thomas Leonard",34,"Strood, Kent","Southampton","Detroit, Michigan, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","34"
"Tannous, Mr. Charles R'ad",31,"Hardîne","Cherbourg","Wilkes Barre, Pennsylvania, US",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","31"
"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,"Hardîne","Cherbourg","Wilkes Barre, Pennsylvania, US","14",NA,"Third","Lebanon","Survived",NA,"Not Crew","Female","16"
"Tannous, Master As'ad Iskandar Fa'ud",0,"Hardîne","Cherbourg","Wilkes Barre, Pennsylvania, US","16",NA,"Third","Lebanon","Survived",NA,"Not Crew","Male","5 mo."
"Thomas, Mr. John",34,"Unknown","Cherbourg","Columbus, Ohio, US",NA,NA,"Third","Unknown","Perished",NA,"Not Crew","Male","34"
"Thomas, Mr. Tannous John",16,"Unknown","Cherbourg","Columbus, Ohio, US",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","16"
"Thompson, Mr. Alexander Morrison",36,"Unknown","Southampton","New York City",NA,NA,"Third","Scotland","Perished",NA,"Not Crew","Male","36"
"Thorneycroft, Mr. Percival Thomas",36,"Maidstone, Kent","Southampton","Clinton, New York, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","36"
"Thorneycroft, Mrs. Florence Kate (née Stears)",32,"Maidstone, Kent","Southampton","Clinton, New York, US","10",NA,"Third","England","Survived",NA,"Not Crew","Female","32"
"Tikkanen, Mr. Juho",32,"Pielavesi","Southampton","New York City",NA,NA,"Third","Finland","Perished",NA,"Not Crew","Male","32"
"Tobin, Mr. Roger",20,"Cahir, Tipperary","Queenstown","New York City",NA,NA,"Third","Ireland","Perished",NA,"Not Crew","Male","20"
"Todoroff, Mr. Lalio",23,"Unknown","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria","Perished",NA,"Not Crew","Male","23"
"Tomlin, Mr. Ernest Portage",22,"Portage la Prairie, Manitoba","Southampton","Des Moines, Iowa, US",NA,NA,"Third","Canada","Perished",NA,"Not Crew","Male","22"
"Törber, Mr. Ernst Wilhelm",44,"Unknown","Southampton","New York City",NA,NA,"Third","Germany","Perished",NA,"Not Crew","Male","44"
"Torfa, Mr. Assad",20,"Unknown","Cherbourg","New York City",NA,NA,"Third","Syria","Perished",NA,"Not Crew","Male","20"
"Törnquist, Mr. William Henry",25,"Sundbyberg","Southampton","New York City","15",NA,"Third","Sweden","Survived",NA,"Not Crew","Male","25"
"Touma, Mrs. Hanna Youssef (née Razi)",27,"Tibnin","Cherbourg","Dowagiac, Michigan, US","C",NA,"Third","Lebanon","Survived",NA,"Not Crew","Female","27"
"Touma, Miss Marianna Youssef",9,"Tibnin","Cherbourg","Dowagiac, Michigan, US","C",NA,"Third","Lebanon","Survived",NA,"Not Crew","Female","9"
"Touma, Master Gerios (George) Youssef",8,"Tibnin","Cherbourg","Dowagiac, Michigan, US","C",NA,"Third","Lebanon","Survived",NA,"Not Crew","Male","8"
"Turčin, Mr. Stjepan",36,"Bratina","Southampton","Youngstown, Ohio, US",NA,NA,"Third","Croatia","Perished",NA,"Not Crew","Male","36"
"Turja, Miss Anna Sofiia",18,"Oulainen, Oulu","Southampton","Ashtabula, Ohio, US","15",NA,"Third","Finland","Survived",NA,"Not Crew","Female","18"
"Turkula, Mrs. Hedvig",63,"Jalasjärvi, Southern Ostrobothnia","Southampton","Hibbing, Minnesota, US","15",NA,"Third","Finland","Survived",NA,"Not Crew","Female","63"
"Van Billiard, Mr. Austin Blyler",35,"London","Southampton","North Wales, Pennsylvania, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","35"
"Van Billiard, Master James William",10,"London","Southampton","North Wales, Pennsylvania, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","10"
"Van Billiard, Master Walter John",9,"London","Southampton","North Wales, Pennsylvania, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","9"
"Van de Velde, Mr. Johannes Josef",35,"Denderhoutem","Southampton","New York City",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","35"
"Van den Steen, Mr. Leo Peter",28,"Haaltert","Southampton","New York City",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","28"
"Van Impe, Mr. Jean-Baptiste",36,"Kerksken","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","36"
"Van Impe, Mrs. Rosalie Paula (née Govaert)",30,"Kerksken","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Female","30"
"Van Impe, Miss Catharina",10,"Kerksken","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Female","10"
"Van Melkebeke, Mr. Philemon Edmund",23,"Haaltert, East Flanders","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","23"
"Vandercruyssen, Mr. Victor",46,"Zwevezele","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","46"
"Vanderplancke, Mr. Julius",31,"Zwevezele","Southampton","Fremont, Ohio, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","31"
"Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,"Pittem","Southampton","Fremont, Ohio, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Female","31"
"Vanderplancke, Miss Augusta Maria",18,"Zwevezele","Southampton","Fremont, Ohio, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Female","18"
"Vanderplancke, Mr. Leo Edmondus",15,"Zwevezele","Southampton","Fremont, Ohio, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","15"
"Van de Walle, Mr. Nestor Cyriel",28,"Westrozebeke","Southampton","New York City",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","28"
"Vartanian, Mr. Dawud",22,"Kiğı","Cherbourg","Brantford, Ontario, Canada","13",NA,"Third","Turkey","Survived",NA,"Not Crew","Male","22"
"Vendel, Mr. Olof Edvin",29,"Östra Sallerup, Skåne","Southampton","St. Paul, Minnesota, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","29"
"Veström, Miss Hulda Amanda Adolfina",14,"Salmunds, Gotland","Southampton","Los Angeles, US",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Female","14"
"Vovk, Mr. Janko",21,"Jesenice","Southampton","St. Joseph, Minnesota, US",NA,NA,"Third","Slovenia","Perished",NA,"Not Crew","Male","21"
"Waelens, Mr. Achille",22,"Ruiselede, West Flanders","Southampton","Stanton, Ohio, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","22"
"Ware, Mr. Frederick William",34,"Greenwich, London","Southampton","New York City",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","34"
"Warren, Mr. Charles William",30,"Portsmouth, Hampshire","Southampton","New York City",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","30"
"Wazni, Mr. Yousif Ahmed",25,"Tebnin","Cherbourg","New York City",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","25"
"Webber, Mr. James",66,"San Francisco","Southampton","San Francisco, US",NA,NA,"Third","US","Perished",NA,"Not Crew","Male","66"
"Wennerström, Mr. August Edvard Andersson",27,"Malmö, Skåne","Southampton","Chicago, Illinois, US","A",NA,"Third","Sweden","Survived",NA,"Not Crew","Male","27"
"Widegren, Mr. Carl Peter",51,"Algutsrum, Kalmar","Southampton","New York City",NA,NA,"Third","Sweden","Perished",NA,"Not Crew","Male","51"
"Wiklund, Mr. Jakob Alfred",18,"Vaasa","Southampton","Montreal, Quebec, Canada",NA,NA,"Third","Finland","Perished",NA,"Not Crew","Male","18"
"Wiklund, Mr. Karl Johan",21,"Vaasa","Southampton","Montreal, Quebec, Canada",NA,NA,"Third","Finland","Perished",NA,"Not Crew","Male","21"
"Wilkes, Mrs. Ellen",47,"Penzance, Cornwall","Southampton","Akron, Ohio, US","16",NA,"Third","England","Survived",NA,"Not Crew","Female","47"
"Willer, Mr. Aaron",37,"Unknown","Cherbourg","Chicago, Illinois, US",NA,NA,"Third","Russia","Perished",NA,"Not Crew","Male","37"
"Willey, Mr. Edward",18,"Market Drayton, Shropshire","Southampton","Schenectady, New York, US",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","18"
"Williams, Mr. Howard Hugh ""Harry""",28,"Guernsey, Channel Islands","Southampton","New York City",NA,NA,"Third","Channel Islands","Perished",NA,"Not Crew","Male","28"
"Williams, Mr. Leslie",28,"Tonypandy, Glamorgan","Southampton","New York City",NA,NA,"Third","Wales","Perished",NA,"Not Crew","Male","28"
"Windeløv, Mr. Einar",21,"Cape Town","Southampton","New York City",NA,NA,"Third","South Africa","Perished",NA,"Not Crew","Male","21"
"Wirz, Mr. Albert",27,"Uster","Southampton","Beloit, Wisconsin, US",NA,NA,"Third","Switzerland","Perished",NA,"Not Crew","Male","27"
"Wiseman, Mr. Phillippe",54,"London","Southampton","Quebec City, Quebec, Canada",NA,NA,"Third","England","Perished",NA,"Not Crew","Male","54"
"Wittevrongel, Mr. Camilius Aloysius",36,"Westrozebeke","Southampton","Detroit, Michigan, US",NA,NA,"Third","Belgium","Perished",NA,"Not Crew","Male","36"
"Yasbak, Mr. Antun",27,"Unknown","Cherbourg","Wilkes-Barre, Pennsylvania, US",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","27"
"Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,"Unknown","Cherbourg","Wilkes-Barre, Pennsylvania, US","C",NA,"Third","Lebanon","Survived",NA,"Not Crew","Female","15"
"Ylieff, Mr. Ylio",32,"Unknown","Southampton","Chicago, Illinois, US",NA,NA,"Third","Bulgaria","Perished",NA,"Not Crew","Male","32"
"Youssef, Mr. Gerios (Abi Saab)",26,"Hardîne","Cherbourg","Youngstown, Ohio, US",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","26"
"Youssef, Mr. Gerios (Sam'aan)",45,"Hardîne","Cherbourg","Wilkes-Barre, Pennsylvania, US",NA,NA,"Third","Lebanon","Perished",NA,"Not Crew","Male","45"
"Zajib Qiyamah, Miss Adal ""Jane""",15,"El Shweir","Cherbourg","Brooklyn, New York, US","C",NA,"Third","Lebanon","Survived",NA,"Not Crew","Female","15"
"Zakarian, Mr. Haroutyun Der",27,"Kiğı","Cherbourg","Brantford, Ontario, Canada",NA,NA,"Third","Turkey","Perished",NA,"Not Crew","Male","27"
"Zakarian, Mr. Mapri Der",22,"Kiğı","Cherbourg","Brantford, Ontario, Canada",NA,NA,"Third","Turkey","Perished",NA,"Not Crew","Male","22"
"Zimmermann, Mr. Leo",29,"Todtmoos","Southampton","Saskatoon, Saskatchewan, Canada",NA,NA,"Third","Germany","Perished",NA,"Not Crew","Male","29"
"Smith, Commander Edward John, RNR (Retd)",62,"Hanley, Stoke-on-Trent, Staffordshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Captain","Crew","Male","62"
"Wilde, Lieutenant Henry Tingle, RNR",39,"Walton, Lancashire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Chief Officer","Crew","Male","39"
"Murdoch, Lieutenant William McMaster, RNR",39,"Dalbeattie, Kirkcudbrightshire, Scotland","Belfast",NA,NA,NA,NA,NA,"Perished","First Officer","Crew","Male","39"
"Lightoller, Sub-Lieutenant Charles Herbert, RNR",38,"Netley, Hampshire, England","Belfast",NA,"B",NA,NA,NA,"Survived","Second Officer","Crew","Male","38"
"Pitman, Mr. Herbert John",34,"Castle Cary, Somerset, England","Belfast",NA,"5",NA,NA,NA,"Survived","Third Officer","Crew","Male","34"
"Boxhall, Sub-Lieutenant Joseph Groves, RNR",28,"Hull, Yorkshire, England","Belfast",NA,"2",NA,NA,NA,"Survived","Fourth Officer","Crew","Male","28"
"Lowe, Sub-Lieutenant Harold Godfrey, RNR",29,"Barmouth, Merionethshire, Wales","Belfast",NA,"14",NA,NA,NA,"Survived","Fifth Officer","Crew","Male","29"
"Moody, Mr. James Paul",24,"Grimsby, Lincolnshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Sixth Officer","Crew","Male","24"
"Anderson, Mr. James",40,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Able Seaman","Crew","Male","40"
"Anderson, Mr. John",41,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Able Seaman","Crew","Male","41"
"Archer, Mr. Ernest Edward",36,"Southampton, Hampshire, England","Southampton",NA,"3",NA,NA,NA,"Survived","Able Seaman","Crew","Male","36"
"Bailey, Mr. Joseph Henry",43,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Master-at-arms","Crew","Male","43"
"Bradley, Mr. T.",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Able Seaman","Crew","Male","29"
"Brice, Mr. Walter T.",42,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Able Seaman","Crew","Male","42"
"Bright, Mr. Arthur John",41,"Woolston, Hampshire, England","Southampton",NA,"D",NA,NA,NA,"Survived","Quartermaster","Crew","Male","41"
"Buley, Mr. Edward John",27,"Southampton, Hampshire, England","Southampton",NA,"10",NA,NA,NA,"Survived","Able Seaman","Crew","Male","27"
"Clench, Mr. Frederick",34,"Southampton, Hampshire, England","Southampton",NA,"12",NA,NA,NA,"Survived","Able Seaman","Crew","Male","34"
"Clench, Mr. George James",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Able Seaman","Crew","Male","31"
"Couch, Mr. Frank",28,"Port Isaac, Cornwall","Southampton",NA,NA,"253",NA,NA,"Perished","Able Seaman","Crew","Male","28"
"Davis, Mr. Stephen James",39,"Landport, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Able Seaman","Crew","Male","39"
"Evans, Mr. Alfred Frank",24,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Lookout","Crew","Male","24"
"Evans, Mr. Frank Oliver",24,"Southampton, Hampshire, England","Southampton",NA,"10",NA,NA,NA,"Survived","Able Seaman","Crew","Male","24"
"Fleet, Mr. Frederick",24,"Southampton, Hampshire, England","Belfast",NA,"6",NA,NA,NA,"Survived","Lookout","Crew","Male","24"
"Foley, Mr. John",44,"Southampton, Hampshire, England","Belfast",NA,"4",NA,NA,NA,"Survived","Storekeeper","Crew","Male","44"
"Forward, Mr. James",27,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Able Seaman","Crew","Male","27"
"Haines, Mr. Albert M.",31,"Southampton, Hampshire, England","Belfast",NA,"9",NA,NA,NA,"Survived","Boatswain","Crew","Male","31"
"Harder, Mr. William",39,"Southampton, Hampshire, England","Southampton",NA,"14",NA,NA,NA,"Survived","Window Cleaner","Crew","Male","39"
"Hemming, Mr. Samuel Ernest",43,"Southampton, Hampshire, England","Belfast",NA,"4",NA,NA,NA,"Survived","Lamp Trimmer","Crew","Male","43"
"Hichens, Mr. Robert",29,"Southampton, Hampshire, England","Southampton",NA,"6",NA,NA,NA,"Survived","Quartermaster","Crew","Male","29"
